Track.Name,Artist.Name,Year,Genre,Beats.Per.Minute,Energy,Danceability,Loudness..dB..,Liveness,Valence.,Length.,Acousticness..,Speechiness.,Popularity
Señorita,Shawn Mendes,2019,canadian pop,117,55,76,-6,8,75,191,4,3,75
